user_name,quality_grade,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name
Teddi R. Zonker,research,Zephyranthes drummondii,Drummond's rain lily,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes
Jennifer Linde,needs_id,Orthemis ferruginea,Roseate Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis
Jennifer Linde,research,Anax junius,Common Green Darner,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax
Jennifer Linde,research,Orthemis ferruginea,Roseate Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Orthemis
,research,Argia sedula,Blue-ringed Dancer,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Teddi R. Zonker,research,Phytolacca americana,American pokeweed,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca
Teddi R. Zonker,research,Hylephila phyleus,Fiery Skipper,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila
,needs_id,Condylostylus longicornis,,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus
Colton Mayo,research,Chamaecrista fasciculata,partridge pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista
,research,Libytheana carinenta,American Snout,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Libytheana
Arick Mullens*,research,Indigofera miniata,Scarlet Pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera
Arick Mullens*,research,Helenium amarum,Bitterweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helenium
Arick Mullens*,research,Mermiria bivittata,Two-striped Mermiria,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Mermiria
Brian Mork,needs_id,Stagmomantis,,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis
Leslie Cooper,research,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
,research,Campsis radicans,American trumpet vine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Campsis
,research,Quercus nigra,water oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
,research,Quercus macrocarpa,bur oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Peter Sibello,research,Centruroides vittatus,Striped Bark Scorpion,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides
,research,Callicarpa americana,American beautyberry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Callicarpa
,research,Ulmus crassifolia,Cedar Elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
,needs_id,Bothriochloa torreyana,silver bluestem,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bothriochloa
,research,Rudbeckia amplexicaulis,clasping coneflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Rudbeckia
,needs_id,Triodanis,Venus' Looking-Glasses,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Triodanis
,research,Croton monanthogynus,Prairie Tea,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton
Liz Tipps,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
,research,Apis mellifera,Western Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
,research,Ambrosia psilostachya,western ragweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
,needs_id,Plantae,plants,Plantae,,,,,
,needs_id,Helianthus,sunflowers,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus
,research,Vernonia baldwinii,Western Ironweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Vernonia
,needs_id,Tetragnatha,,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha
,needs_id,Symphyotrichum ericoides,white heath aster,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum
,research,Torilis arvensis,common hedge parsley,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Torilis
,needs_id,Desmanthus leptolobus,Prairie Bundleflower,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmanthus
,research,Torilis arvensis,common hedge parsley,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Torilis
,needs_id,Gutierrezia,matchweeds and snakeweeds,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gutierrezia
,research,Eupatorium serotinum,late boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium
,research,Fraxinus albicans,Texas ash,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
,research,Argia sedula,Blue-ringed Dancer,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
,research,Ulmus americana,American elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
,research,Ulmus americana,American elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
,research,Elymus virginicus,Virginia wildrye,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus
,research,Bromus japonicus,Japanese brome,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus
,research,Sorghum halepense,Johnson grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sorghum
,needs_id,Juniperus virginiana,eastern redcedar,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus
,needs_id,Eleocharis palustris,Common Spike-rush,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis
,research,Symphoricarpos orbiculatus,coralberry,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos
,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
,research,Hadrotettix trifasciatus,Three-banded Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Hadrotettix
Erin McKool - Bee Creek Life,needs_id,Quercus buckleyi,Buckley's oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
,needs_id,Plantago,plantains,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago
Erin McKool - Bee Creek Life,research,Smilax bona-nox,saw greenbrier,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax
Erin McKool - Bee Creek Life,research,Nandina domestica,Heavenly bamboo,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Nandina
,research,Eupatorium serotinum,late boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium
,research,Helianthus annuus,Common Sunflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus
,needs_id,Triodanis,Venus' Looking-Glasses,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Triodanis
Erin McKool - Bee Creek Life,research,Quercus macrocarpa,bur oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
,research,Amorpha fruticosa,false indigo bush,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Amorpha
,research,Physalis angulata,cutleaf groundcherry,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis
,needs_id,Quercus shumardii,Shumard's oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
,research,Ipomoea heptaphylla,Wright's Morning-glory,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea
Erin McKool - Bee Creek Life,research,Chamaecrista fasciculata,partridge pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista
,research,Eupatorium serotinum,late boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium
Sebastian,research,Maclura pomifera,Osage-orange,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Maclura
Jada Martinez,research,Chortophaga viridifasciata,Green-striped Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Chortophaga
Erin McKool - Bee Creek Life,research,Cercis canadensis,eastern redbud,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cercis
,research,Chamaecrista fasciculata,partridge pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista
,research,Vitex agnus-castus,Lilac chaste tree,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex
Erin McKool - Bee Creek Life,research,Ligustrum quihoui,Quihoui privet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum
,research,Argia apicalis,Blue-fronted Dancer,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
,research,Euphorbia maculata,Spotted spurge,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,research,Persicaria bicornis,Pink Smartweed,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria
,research,Sesbania herbacea,bigpod sesbania,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania
Erin McKool - Bee Creek Life,research,Eupatorium serotinum,late boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium
Erin McKool - Bee Creek Life,research,Ambrosia trifida,giant ragweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
,research,Lampsilis teres,Yellow Sandshell,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Lampsilis
Sebastian,research,Toxicodendron radicans,eastern poison ivy,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron
,needs_id,Polistes exclamans,Guinea Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
Erin McKool - Bee Creek Life,research,Ulmus crassifolia,Cedar Elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
,research,Argia sedula,Blue-ringed Dancer,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Erin McKool - Bee Creek Life,needs_id,Cyperus,flatsedges,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus
Sebastian,needs_id,Paspalum notatum,Bahia grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum
,research,Callicarpa americana,American beautyberry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Callicarpa
,needs_id,Neltuma glandulosa,honey mesquite,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma
,needs_id,Persicaria,"knotweeds, smartweeds, and waterpeppers",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria
,research,Carya illinoinensis,pecan,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya
,needs_id,Baccharis neglecta,Poverty Weed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis
,needs_id,Sarcophagidae,Flesh Flies and Satellite Flies,Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,
,needs_id,Plantae,plants,Plantae,,,,,
,research,Helicina orbiculata,Globular Drop Snail,Animalia,Mollusca,Gastropoda,Cycloneritida,Helicinidae,Helicina
,needs_id,Pachypsylla,Hackberry Gall Psyllids,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Pachypsylla
,research,Monarda citriodora,lemon beebalm,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda
,research,Polistes,Typical Paper Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
,research,Erigeron canadensis,horseweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron
Erin McKool - Bee Creek Life,research,Erigeron canadensis,horseweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron
,needs_id,Rudbeckia amplexicaulis,clasping coneflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Rudbeckia
,needs_id,Persicaria,"knotweeds, smartweeds, and waterpeppers",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria
,needs_id,Argia apicalis,Blue-fronted Dancer,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
Erin McKool - Bee Creek Life,research,Ludwigia octovalvis,Mexican Primrose-willow,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia
Erin McKool - Bee Creek Life,research,Portulaca oleracea,Common Purslane,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca
,needs_id,Amorpha fruticosa,false indigo bush,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Amorpha
,research,Gleditsia triacanthos,honey locust,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia
,needs_id,Cyperus odoratus,Fragrant flatsedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus
,research,Campsis radicans,American trumpet vine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Campsis
Sanjukta Bhowmick,needs_id,Plantae,plants,Plantae,,,,,
,research,Argia immunda,Kiowa Dancer,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
,research,Phalaris caroliniana,Carolina canarygrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phalaris
Sebastian,research,Palafoxia callosa,Small Palafox,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Palafoxia
,research,Callicarpa americana,American beautyberry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Callicarpa
Sanjukta Bhowmick,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
,research,Nassella leucotricha,Texas winter grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Nassella
,needs_id,Nuphar lutea,yellow water-lily,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar
,needs_id,Halictinae,Sweat and Furrow bees,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,
,needs_id,Desmanthus leptolobus,Prairie Bundleflower,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmanthus
Geezbees,research,Campsis radicans,American trumpet vine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Campsis
Sebastian,research,Eupatorium serotinum,late boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium
,research,Erythemis simplicicollis,Eastern Pondhawk,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis
,needs_id,Plantae,plants,Plantae,,,,,
,research,Campsis radicans,American trumpet vine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Campsis
,research,Argia sedula,Blue-ringed Dancer,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
,research,Campsis radicans,American trumpet vine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Campsis
,needs_id,Pterygota,Winged and Once-winged Insects,Animalia,Arthropoda,Insecta,,,
,research,Toxicodendron radicans,eastern poison ivy,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron
Sebastian,research,Chamaecrista fasciculata,partridge pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista
,needs_id,Triodanis,Venus' Looking-Glasses,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Triodanis
,needs_id,Zygoptera,Damselflies,Animalia,Arthropoda,Insecta,Odonata,,
,needs_id,Astereae,asters and allies,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
,needs_id,Polistes,Typical Paper Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
,research,Ambrosia psilostachya,western ragweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
,needs_id,Setaria,foxtails and bristlegrasses,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Setaria
,needs_id,Asteraceae,"sunflowers, daisies, asters, and allies",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
,research,Callicarpa americana,American beautyberry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Callicarpa
Erin McKool - Bee Creek Life,research,Palafoxia callosa,Small Palafox,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Palafoxia
,needs_id,Persicaria,"knotweeds, smartweeds, and waterpeppers",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria
Sebastian,needs_id,Carya illinoinensis,pecan,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya
,research,Campsis radicans,American trumpet vine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Campsis
Cyrus Allen,research,Mozena obtusa,,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Mozena
,research,Libellula croceipennis,Neon Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula
,research,Libellula croceipennis,Neon Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula
Sebastian,needs_id,Fraxinus,ashes,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
,needs_id,Insecta,Insects,Animalia,Arthropoda,Insecta,,,
Erin McKool - Bee Creek Life,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
,needs_id,Insecta,Insects,Animalia,Arthropoda,Insecta,,,
,needs_id,Nuphar advena,spatterdock,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar
,research,Libellula croceipennis,Neon Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula
,research,Prunus mexicana,Mexican Plum,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus
Cyrus Allen,needs_id,Melanoplus keeleri,Keeler's Spur-throat Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus
,needs_id,Yucca,Yuccas,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca
,needs_id,Polistes,Typical Paper Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
,research,Acanthocephala terminalis,,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Acanthocephala
,research,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Pachypsylla
,research,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Pachypsylla
,research,Acanthocephala terminalis,,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Acanthocephala
,research,Corbicula fluminea,Asian Clam,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
Cyrus Allen,research,Achillea millefolium,common yarrow,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea
,research,Ligustrum quihoui,Quihoui privet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum
,research,Polistes carolina,Fine-backed Red Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
Sebastian,research,Cornus drummondii,roughleaf dogwood,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus
Cyrus Allen,needs_id,Stagmomantis carolina,Carolina Mantis,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis
clovice,research,Campsis radicans,American trumpet vine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Campsis
,research,Callicarpa americana,American beautyberry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Callicarpa
,needs_id,Najas,naiads,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Najas
Cyrus Allen,research,Erigeron canadensis,horseweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron
,research,Corbicula fluminea,Asian Clam,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
,research,Apis mellifera,Western Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
Erin McKool - Bee Creek Life,research,Conoclinium coelestinum,blue mistflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Conoclinium
Sebastian,needs_id,Lobatae,red oaks,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
,research,Ammannia coccinea,Scarlet Toothcup,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Ammannia
Erin McKool - Bee Creek Life,research,Triadica sebifera,Chinese Tallow,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Triadica
,research,Parthenocissus quinquefolia,Virginia creeper,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Parthenocissus
,research,Polistes exclamans,Guinea Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
,research,Corbicula fluminea,Asian Clam,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
Sebastian,needs_id,Gutierreziinae,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
,needs_id,Syrbula admirabilis,Admirable Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Syrbula
Leena Rossel,needs_id,Zygoptera,Damselflies,Animalia,Arthropoda,Insecta,Odonata,,
,research,Quercus nigra,water oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
,needs_id,Cicadinae,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,
Erin McKool - Bee Creek Life,needs_id,Toxicodendron radicans,eastern poison ivy,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron
clovice,research,Callicarpa americana,American beautyberry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Callicarpa
,needs_id,Chinavia hilaris,Green Stink Bug,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Chinavia
,needs_id,Pentatomidae,Stink Bugs,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,
,needs_id,Chortophaga australior,Southern Green-striped Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Chortophaga
Leena Rossel,research,Campsis radicans,American trumpet vine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Campsis
Leena Rossel,research,Polistes exclamans,Guinea Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
Leena Rossel,research,Polistes exclamans,Guinea Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
Sebastian,research,Triadica sebifera,Chinese Tallow,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Triadica
,research,Apis mellifera,Western Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
,research,Quercus muehlenbergii,chinkapin oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Wren,research,Euodynerus pratensis,,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Euodynerus
,needs_id,Gutierrezia texana,Texas Snakeweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gutierrezia
Leena Rossel,needs_id,Cryptotympanina,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,
